Timestamp,Frame_Number,FPS,Detection_Time_ms,Inference_Time_ms,Faces_Detected,Processed,Device
System Info,GPU 0,NVIDIA A10,21.99 GB,,,,
2024-10-24 13:55:53.196780,0,0.00,4.31,160.44,1,True,cpu
2024-10-24 13:55:53.327899,1,2.33,6.56,117.19,1,True,cpu
2024-10-24 13:55:53.470176,2,4.04,3.22,111.61,1,True,cpu
2024-10-24 13:55:53.592111,3,4.83,2.96,113.20,1,True,cpu
2024-10-24 13:55:53.723416,4,5.50,5.96,112.34,1,True,cpu
2024-10-24 13:55:53.847764,5,5.85,3.36,112.99,1,True,cpu
2024-10-24 13:55:53.983186,6,6.14,3.03,112.64,1,True,cpu
2024-10-24 13:55:54.106829,7,6.32,6.64,112.04,1,True,cpu
2024-10-24 13:55:54.231209,8,6.49,3.02,112.61,1,True,cpu
2024-10-24 13:55:54.351019,9,6.67,2.84,112.18,1,True,cpu
2024-10-24 13:55:54.483309,10,6.82,3.00,112.59,1,True,cpu
2024-10-24 13:55:54.835491,11,6.88,3.86,297.79,1,True,cpu
2024-10-24 13:55:54.961018,12,6.57,3.35,114.11,1,True,cpu
2024-10-24 13:55:55.104222,13,6.67,2.98,113.73,1,True,cpu
2024-10-24 13:55:55.228231,14,6.69,2.94,113.59,1,True,cpu
2024-10-24 13:55:55.352462,15,6.78,2.87,113.71,1,True,cpu
2024-10-24 13:55:55.595891,16,6.85,2.67,189.69,1,True,cpu
2024-10-24 13:55:55.719630,17,6.70,4.47,114.82,1,True,cpu
2024-10-24 13:55:55.844782,18,6.77,2.83,114.03,1,True,cpu
2024-10-24 13:55:55.967980,19,6.83,3.16,115.39,1,True,cpu
2024-10-24 13:55:56.091006,20,6.89,3.07,114.24,1,True,cpu
2024-10-24 13:55:56.213409,21,6.95,3.09,114.75,1,True,cpu
2024-10-24 13:55:56.337219,22,7.00,2.90,114.47,1,True,cpu
2024-10-24 13:55:56.496578,23,7.05,2.99,114.21,1,True,cpu
2024-10-24 13:55:56.658009,24,7.02,3.91,119.30,1,True,cpu
2024-10-24 13:55:56.808098,25,6.98,3.12,121.17,1,True,cpu
2024-10-24 13:55:56.942947,26,6.97,3.43,120.27,1,True,cpu
2024-10-24 13:55:57.089784,27,6.98,2.81,115.28,1,True,cpu
2024-10-24 13:55:57.238306,28,6.98,3.00,115.78,1,True,cpu
2024-10-24 13:55:57.368461,29,6.97,2.73,113.87,1,True,cpu
2024-10-24 13:55:57.512472,30,7.23,3.12,113.98,1,True,cpu
2024-10-24 13:55:57.639945,31,7.31,3.14,117.21,1,True,cpu
2024-10-24 13:55:57.776924,32,7.32,3.12,121.82,1,True,cpu
2024-10-24 13:55:57.911383,33,7.32,3.24,116.75,1,True,cpu
2024-10-24 13:55:58.040043,34,7.29,3.23,117.34,1,True,cpu
2024-10-24 13:55:58.171544,35,7.30,6.96,116.75,1,True,cpu
2024-10-24 13:55:58.299000,36,7.29,2.80,116.17,1,True,cpu
2024-10-24 13:55:58.423217,37,7.30,3.64,116.52,1,True,cpu
2024-10-24 13:55:58.547393,38,7.31,3.18,116.56,1,True,cpu
2024-10-24 13:55:58.671894,39,7.30,3.10,117.11,1,True,cpu
2024-10-24 13:55:58.800837,40,7.29,3.06,118.21,1,True,cpu
2024-10-24 13:55:58.927746,41,7.30,3.21,116.98,1,True,cpu
2024-10-24 13:55:59.051161,42,7.47,2.79,116.59,1,True,cpu
2024-10-24 13:55:59.183876,43,7.47,2.66,117.20,1,True,cpu
2024-10-24 13:55:59.307587,44,7.49,2.81,116.85,1,True,cpu
2024-10-24 13:55:59.660864,45,7.49,3.19,295.74,1,True,cpu
2024-10-24 13:55:59.787261,46,7.32,3.00,116.46,1,True,cpu
2024-10-24 13:55:59.911017,47,7.44,3.02,116.56,1,True,cpu
2024-10-24 13:56:00.068007,48,7.44,2.96,117.59,1,True,cpu
2024-10-24 13:56:00.195747,49,7.39,2.69,117.02,1,True,cpu
2024-10-24 13:56:00.320369,50,7.38,3.10,116.99,1,True,cpu
2024-10-24 13:56:00.464836,51,7.38,2.98,121.69,1,True,cpu
2024-10-24 13:56:00.596156,52,7.34,3.37,121.31,1,True,cpu
2024-10-24 13:56:00.732319,53,7.32,3.28,125.45,1,True,cpu
2024-10-24 13:56:00.863656,54,7.36,3.16,120.94,1,True,cpu
2024-10-24 13:56:00.996038,55,7.40,3.13,121.20,1,True,cpu
2024-10-24 13:56:01.124961,56,7.43,3.42,120.93,1,True,cpu
2024-10-24 13:56:01.251246,57,7.45,2.91,116.42,1,True,cpu
2024-10-24 13:56:01.374982,58,7.49,3.70,115.77,1,True,cpu
2024-10-24 13:56:01.498962,59,7.53,2.85,116.08,1,True,cpu
2024-10-24 13:56:01.670716,60,7.54,2.99,142.94,1,True,cpu
2024-10-24 13:56:01.921310,61,7.50,6.87,218.56,1,True,cpu
2024-10-24 13:56:02.059146,62,7.37,3.17,116.57,1,True,cpu
2024-10-24 13:56:02.195667,63,7.38,2.96,117.11,1,True,cpu
2024-10-24 13:56:02.327454,64,7.38,3.13,120.64,1,True,cpu
2024-10-24 13:56:02.452186,65,7.36,3.97,116.94,1,True,cpu
2024-10-24 13:56:02.674547,66,7.38,3.13,163.98,1,True,cpu
2024-10-24 13:56:03.024347,67,7.27,2.92,296.11,1,True,cpu
2024-10-24 13:56:03.152598,68,7.09,3.08,117.69,1,True,cpu
2024-10-24 13:56:03.356160,69,7.09,2.97,148.22,1,True,cpu
2024-10-24 13:56:03.499539,70,6.98,3.02,128.92,1,True,cpu
2024-10-24 13:56:03.623401,71,6.96,2.75,116.66,1,True,cpu
2024-10-24 13:56:03.749005,72,6.96,3.55,118.08,1,True,cpu
2024-10-24 13:56:03.894747,73,6.96,2.91,116.27,1,True,cpu
2024-10-24 13:56:04.038984,74,6.93,3.00,116.31,1,True,cpu
2024-10-24 13:56:04.163212,75,6.90,3.00,116.53,1,True,cpu
2024-10-24 13:56:04.291643,76,7.07,2.87,120.93,1,True,cpu
2024-10-24 13:56:04.538373,77,7.07,3.47,238.36,1,True,cpu
2024-10-24 13:56:04.812196,78,6.93,6.75,216.57,1,True,cpu
2024-10-24 13:56:04.938255,79,6.84,2.96,119.25,1,True,cpu
2024-10-24 13:56:05.062484,80,6.84,3.13,116.42,1,True,cpu
2024-10-24 13:56:05.206284,81,6.85,5.05,115.56,1,True,cpu
2024-10-24 13:56:05.363780,82,6.85,5.05,117.16,1,True,cpu
2024-10-24 13:56:05.490482,83,6.81,3.26,119.55,1,True,cpu
2024-10-24 13:56:05.701789,84,6.82,3.67,177.85,1,True,cpu
2024-10-24 13:56:05.847332,85,6.73,2.84,116.60,1,True,cpu
2024-10-24 13:56:06.081911,86,6.70,2.90,181.57,1,True,cpu
2024-10-24 13:56:06.209399,87,6.59,2.86,118.62,1,True,cpu
2024-10-24 13:56:06.336487,88,6.59,3.04,117.63,1,True,cpu
2024-10-24 13:56:06.463681,89,6.57,3.05,117.08,1,True,cpu
2024-10-24 13:56:06.663523,90,6.57,2.78,147.17,1,True,cpu
2024-10-24 13:56:06.787827,91,6.54,3.20,117.11,1,True,cpu
2024-10-24 13:56:06.911041,92,6.68,2.89,116.26,1,True,cpu
2024-10-24 13:56:07.041588,93,6.71,2.85,122.63,1,True,cpu
2024-10-24 13:56:07.207949,94,6.72,3.48,121.48,1,True,cpu
2024-10-24 13:56:07.337385,95,6.66,3.43,122.02,1,True,cpu
2024-10-24 13:56:07.496451,96,6.65,3.37,117.69,1,True,cpu
2024-10-24 13:56:07.849226,97,6.71,3.05,294.71,1,True,cpu
2024-10-24 13:56:07.975290,98,6.71,2.76,116.56,1,True,cpu
2024-10-24 13:56:08.101452,99,6.72,3.40,119.48,1,True,cpu
